window,dims,query,page,clicks,impressions,ctr,position
7d 2026-09-16..2026-09-23,"query,page",average flatbed rate per mile,https://loadboot.com/market-rates.html,0,9,0,37.7
7d 2026-09-16..2026-09-23,"query,page",average flatbed trucking rates,https://loadboot.com/market-rates.html,0,9,0,41.8
7d 2026-09-16..2026-09-23,"query,page",dry van rates per mile,https://loadboot.com/market-rates.html,0,9,0,27.9
7d 2026-09-16..2026-09-23,"query,page",flatbed cost per mile,https://loadboot.com/market-rates.html,0,9,0,33.3
7d 2026-09-16..2026-09-23,"query,page",flatbed trucking rates,https://loadboot.com/market-rates.html,0,9,0,43.2
7d 2026-09-16..2026-09-23,"query,page",reefer full truckload rate,https://loadboot.com/market-rates.html,0,9,0,37.6
7d 2026-09-16..2026-09-23,"query,page",current flatbed rates per mile,https://loadboot.com/market-rates.html,0,8,0,26.6
7d 2026-09-16..2026-09-23,"query,page",dry van load rates,https://loadboot.com/market-rates.html,0,8,0,34.9
7d 2026-09-16..2026-09-23,"query,page",flatbed spot rates,https://loadboot.com/market-rates.html,0,8,0,33.5
7d 2026-09-16..2026-09-23,"query,page",flatbed truck freight rates,https://loadboot.com/market-rates.html,0,8,0,43.6
7d 2026-09-16..2026-09-23,"query,page",flatbed trucking rates per mile,https://loadboot.com/market-rates.html,0,8,0,32.8
7d 2026-09-16..2026-09-23,"query,page",freight rates trucking today,https://loadboot.com/market-rates.html,0,8,0,36
7d 2026-09-16..2026-09-23,"query,page",reefer rates,https://loadboot.com/market-rates.html,0,8,0,40.9
7d 2026-09-16..2026-09-23,"query,page",spot market rates,https://loadboot.com/market-rates.html,0,8,0,38.2
7d 2026-09-16..2026-09-23,"query,page",truckload freight rates,https://loadboot.com/market-rates.html,0,8,0,39.4
7d 2026-09-16..2026-09-23,"query,page",truckload rate,https://loadboot.com/market-rates.html,0,8,0,34.5
7d 2026-09-16..2026-09-23,"query,page",dry van market rates,https://loadboot.com/market-rates.html,0,7,0,28.1
7d 2026-09-16..2026-09-23,"query,page",flatbed load rates,https://loadboot.com/market-rates.html,0,7,0,41.1
7d 2026-09-16..2026-09-23,"query,page",full truckload rates,https://loadboot.com/market-rates.html,0,7,0,45.7
7d 2026-09-16..2026-09-23,"query,page",trucking rates,https://loadboot.com/market-rates.html,0,7,0,41.3
7d 2026-09-16..2026-09-23,"query,page",current freight rates,https://loadboot.com/market-rates.html,0,6,0,35.8
7d 2026-09-16..2026-09-23,"query,page",dry van freight rates,https://loadboot.com/market-rates.html,0,6,0,27.8
7d 2026-09-16..2026-09-23,"query,page",flatbed loads rates,https://loadboot.com/market-rates.html,0,6,0,42.5
7d 2026-09-16..2026-09-23,"query,page",freight lane rates,https://loadboot.com/market-rates.html,0,6,0,52.5
7d 2026-09-16..2026-09-23,"query,page",freight rates today,https://loadboot.com/market-rates.html,0,6,0,36.2
7d 2026-09-16..2026-09-23,"query,page",flatbed freight rates,https://loadboot.com/market-rates.html,0,5,0,39.8
7d 2026-09-16..2026-09-23,"query,page",flatbed rate per mile,https://loadboot.com/market-rates.html,0,5,0,33.2
7d 2026-09-16..2026-09-23,"query,page",flatbed truck rates,https://loadboot.com/market-rates.html,0,5,0,44.4
7d 2026-09-16..2026-09-23,"query,page",freight rate per mile,https://loadboot.com/market-rates.html,0,5,0,44
7d 2026-09-16..2026-09-23,"query,page",freight rates trucking,https://loadboot.com/market-rates.html,0,5,0,49.8
7d 2026-09-16..2026-09-23,"query,page",full load freight rates,https://loadboot.com/market-rates.html,0,5,0,38.6
7d 2026-09-16..2026-09-23,"query,page",short haul trucking rates,https://loadboot.com/market-rates.html,0,5,0,47.4
7d 2026-09-16..2026-09-23,"query,page",truck freight rates in,https://loadboot.com/market-rates.html,0,5,0,47.4
7d 2026-09-16..2026-09-23,"query,page",truckload spot rates,https://loadboot.com/market-rates.html,0,5,0,20.8
7d 2026-09-16..2026-09-23,"query,page",dry van spot rates,https://loadboot.com/market-rates.html,0,4,0,29.8
7d 2026-09-16..2026-09-23,"query,page",flatbed rate,https://loadboot.com/market-rates.html,0,4,0,41.2
7d 2026-09-16..2026-09-23,"query,page",flatbed shipping rates,https://loadboot.com/market-rates.html,0,4,0,74.8
7d 2026-09-16..2026-09-23,"query,page",national average flatbed rates,https://loadboot.com/market-rates.html,0,4,0,35.5
7d 2026-09-16..2026-09-23,"query,page",refrigerated freight rates,https://loadboot.com/market-rates.html,0,4,0,63.8
7d 2026-09-16..2026-09-23,"query,page",average freight rate per mile,https://loadboot.com/market-rates.html,0,3,0,45
7d 2026-09-16..2026-09-23,"query,page",average freight rates,https://loadboot.com/market-rates.html,0,3,0,37.3
7d 2026-09-16..2026-09-23,"query,page",average reefer rates,https://loadboot.com/market-rates.html,0,3,0,42.3
7d 2026-09-16..2026-09-23,"query,page",flatbed rates,https://loadboot.com/market-rates.html,0,3,0,59.3
7d 2026-09-16..2026-09-23,"query,page",flatbed rates per mile,https://loadboot.com/market-rates.html,0,3,0,33.7
7d 2026-09-16..2026-09-23,"query,page",flatbed truck rates per mile,https://loadboot.com/market-rates.html,0,3,0,24.3
7d 2026-09-16..2026-09-23,"query,page",freight rates per mile,https://loadboot.com/market-rates.html,0,3,0,28.3
7d 2026-09-16..2026-09-23,"query,page",freight rates this week,https://loadboot.com/market-rates.html,0,3,0,26
7d 2026-09-16..2026-09-23,"query,page",truck freight rates,https://loadboot.com/market-rates.html,0,3,0,48.3
7d 2026-09-16..2026-09-23,"query,page",truck load rates,https://loadboot.com/market-rates.html,0,3,0,38
7d 2026-09-16..2026-09-23,"query,page",truck rates,https://loadboot.com/market-rates.html,0,3,0,35
7d 2026-09-16..2026-09-23,"query,page",trucking freight rates,https://loadboot.com/market-rates.html,0,3,0,40
7d 2026-09-16..2026-09-23,"query,page",trucking prices,https://loadboot.com/market-rates.html,0,3,0,36.7
7d 2026-09-16..2026-09-23,"query,page",trucking prices per mile,https://loadboot.com/market-rates.html,0,3,0,55.3
7d 2026-09-16..2026-09-23,"query,page",average dry van rate per mile,https://loadboot.com/market-rates.html,0,2,0,41.5
7d 2026-09-16..2026-09-23,"query,page",average flatbed rates,https://loadboot.com/market-rates.html,0,2,0,41
7d 2026-09-16..2026-09-23,"query,page",box truck freight rates,https://loadboot.com/market-rates.html,0,2,0,36
7d 2026-09-16..2026-09-23,"query,page",current flatbed freight rates,https://loadboot.com/market-rates.html,0,2,0,30
7d 2026-09-16..2026-09-23,"query,page",current freight rates for trucking,https://loadboot.com/market-rates.html,0,2,0,33.5
7d 2026-09-16..2026-09-23,"query,page",current freight rates per mile,https://loadboot.com/market-rates.html,0,2,0,29.5
7d 2026-09-16..2026-09-23,"query,page",current trucking rates,https://loadboot.com/market-rates.html,0,2,0,27.5
7d 2026-09-16..2026-09-23,"query,page",dry van rate per mile,https://loadboot.com/market-rates.html,0,2,0,29.5
7d 2026-09-16..2026-09-23,"query,page",freight market rates,https://loadboot.com/market-rates.html,0,2,0,34
7d 2026-09-16..2026-09-23,"query,page",freight spot rates,https://loadboot.com/market-rates.html,0,2,0,66.5
7d 2026-09-16..2026-09-23,"query,page",freight trucking rates,https://loadboot.com/market-rates.html,0,2,0,50.5
7d 2026-09-16..2026-09-23,"query,page",full truck freight rates,https://loadboot.com/market-rates.html,0,2,0,42
7d 2026-09-16..2026-09-23,"query,page",full truckload freight rates,https://loadboot.com/market-rates.html,0,2,0,51
7d 2026-09-16..2026-09-23,"query,page",national flatbed rates,https://loadboot.com/market-rates.html,0,2,0,36.5
7d 2026-09-16..2026-09-23,"query,page",national reefer rates,https://loadboot.com/market-rates.html,0,2,0,36
7d 2026-09-16..2026-09-23,"query,page",rates for truck loads,https://loadboot.com/market-rates.html,0,2,0,42
7d 2026-09-16..2026-09-23,"query,page",regional freight rates,https://loadboot.com/market-rates.html,0,2,0,42.5
7d 2026-09-16..2026-09-23,"query,page",spot rate trucking,https://loadboot.com/market-rates.html,0,2,0,69
7d 2026-09-16..2026-09-23,"query,page",spot rates trucking,https://loadboot.com/market-rates.html,0,2,0,70.5
7d 2026-09-16..2026-09-23,"query,page",truck freight rates per mile,https://loadboot.com/market-rates.html,0,2,0,45.5
7d 2026-09-16..2026-09-23,"query,page",truck load freight rates,https://loadboot.com/market-rates.html,0,2,0,38
7d 2026-09-16..2026-09-23,"query,page",truck loads rates,https://loadboot.com/market-rates.html,0,2,0,34
7d 2026-09-16..2026-09-23,"query,page",truckload freight rates per mile,https://loadboot.com/market-rates.html,0,2,0,36
7d 2026-09-16..2026-09-23,"query,page",truckload pricing,https://loadboot.com/market-rates.html,0,2,0,33
7d 2026-09-16..2026-09-23,"query,page",what are truckload rates right now?,https://loadboot.com/market-rates.html,0,2,0,11
7d 2026-09-16..2026-09-23,"query,page",alfalfa pellets,https://loadboot.com/market-rates.html,0,1,0,2
7d 2026-09-16..2026-09-23,"query,page",average rate per mile dry van,https://loadboot.com/market-rates.html,0,1,0,32
7d 2026-09-16..2026-09-23,"query,page",average trucking rate per mile,https://loadboot.com/market-rates.html,0,1,0,83
7d 2026-09-16..2026-09-23,"query,page",average trucking rates per mile,https://loadboot.com/market-rates.html,0,1,0,51
7d 2026-09-16..2026-09-23,"query,page",average truckload rate per mile,https://loadboot.com/market-rates.html,0,1,0,45
7d 2026-09-16..2026-09-23,"query,page",best trucking rates,https://loadboot.com/market-rates.html,0,1,0,23
7d 2026-09-16..2026-09-23,"query,page",box truck rates per mile 2026,https://loadboot.com/market-rates.html,0,1,0,8
7d 2026-09-16..2026-09-23,"query,page",bulk load board rates,https://loadboot.com/market-rates.html,0,1,0,3
7d 2026-09-16..2026-09-23,"query,page",commercial truck business,https://loadboot.com/market-rates.html,0,1,0,1
7d 2026-09-16..2026-09-23,"query,page",current dry van rates,https://loadboot.com/market-rates.html,0,1,0,27
7d 2026-09-16..2026-09-23,"query,page",current flatbed rates,https://loadboot.com/market-rates.html,0,1,0,34
7d 2026-09-16..2026-09-23,"query,page",current spot rates trucking,https://loadboot.com/market-rates.html,0,1,0,11
7d 2026-09-16..2026-09-23,"query,page",current truckload rates,https://loadboot.com/market-rates.html,0,1,0,24
7d 2026-09-16..2026-09-23,"query,page",dry van,https://loadboot.com/market-rates.html,0,1,0,2
7d 2026-09-16..2026-09-23,"query,page",dry van average rate per mile,https://loadboot.com/market-rates.html,0,1,0,34
7d 2026-09-16..2026-09-23,"query,page",dry van rates 2024,https://loadboot.com/market-rates.html,0,1,0,42
7d 2026-09-16..2026-09-23,"query,page",flat bed rates,https://loadboot.com/market-rates.html,0,1,0,83
7d 2026-09-16..2026-09-23,"query,page",flatbed freight rate,https://loadboot.com/market-rates.html,0,1,0,41
7d 2026-09-16..2026-09-23,"query,page",flatbed national rates,https://loadboot.com/market-rates.html,0,1,0,32
7d 2026-09-16..2026-09-23,"query,page",flatbed rates today,https://loadboot.com/market-rates.html,0,1,0,15
7d 2026-09-16..2026-09-23,"query,page",flatbed truck shipping rates,https://loadboot.com/market-rates.html,0,1,0,67
7d 2026-09-16..2026-09-23,"query,page",freight lanes and rates,https://loadboot.com/market-rates.html,0,1,0,53
7d 2026-09-16..2026-09-23,"query,page",freight prices per mile,https://loadboot.com/market-rates.html,0,1,0,53
7d 2026-09-16..2026-09-23,"query,page",freight rates by state,https://loadboot.com/market-rates.html,0,1,0,38
7d 2026-09-16..2026-09-23,"query,page",freight rates per pallet,https://loadboot.com/market-rates.html,0,1,0,98
7d 2026-09-16..2026-09-23,"query,page",freight rates truckload,https://loadboot.com/market-rates.html,0,1,0,27
7d 2026-09-16..2026-09-23,"query,page",freight truck rates,https://loadboot.com/market-rates.html,0,1,0,42
7d 2026-09-16..2026-09-23,"query,page",hopper bottom freight rates,https://loadboot.com/market-rates.html,0,1,0,41
7d 2026-09-16..2026-09-23,"query,page",hot shot freight rates,https://loadboot.com/market-rates.html,0,1,0,56
7d 2026-09-16..2026-09-23,"query,page",hot shot rate calculator,https://loadboot.com/market-rates.html,0,1,0,79
7d 2026-09-16..2026-09-23,"query,page",hotshot freight rates,https://loadboot.com/market-rates.html,0,1,0,55
7d 2026-09-16..2026-09-23,"query,page",intermodal trucking rates,https://loadboot.com/market-rates.html,0,1,0,62
7d 2026-09-16..2026-09-23,"query,page",load board prices,https://loadboot.com/market-rates.html,0,1,0,50
7d 2026-09-16..2026-09-23,"query,page",load rates,https://loadboot.com/market-rates.html,0,1,0,32
7d 2026-09-16..2026-09-23,"query,page",national average freight rates,https://loadboot.com/market-rates.html,0,1,0,32
7d 2026-09-16..2026-09-23,"query,page",national freight rates,https://loadboot.com/market-rates.html,0,1,0,34
7d 2026-09-16..2026-09-23,"query,page",owner operator loads rates,https://loadboot.com/market-rates.html,0,1,0,56
7d 2026-09-16..2026-09-23,"query,page",pallet trucking rates,https://loadboot.com/market-rates.html,0,1,0,97
7d 2026-09-16..2026-09-23,"query,page",power only freight rates,https://loadboot.com/market-rates.html,0,1,0,54
7d 2026-09-16..2026-09-23,"query,page",produce freight rates,https://loadboot.com/market-rates.html,0,1,0,52
7d 2026-09-16..2026-09-23,"query,page",rate trucking,https://loadboot.com/market-rates.html,0,1,0,45
7d 2026-09-16..2026-09-23,"query,page",reefer freight rates,https://loadboot.com/market-rates.html,0,1,0,45
7d 2026-09-16..2026-09-23,"query,page",reefer freight rates per mile,https://loadboot.com/market-rates.html,0,1,0,74
7d 2026-09-16..2026-09-23,"query,page",reefer load rates,https://loadboot.com/market-rates.html,0,1,0,36
7d 2026-09-16..2026-09-23,"query,page",reefer rates today,https://loadboot.com/market-rates.html,0,1,0,11
7d 2026-09-16..2026-09-23,"query,page",semi freight rates,https://loadboot.com/market-rates.html,0,1,0,39
7d 2026-09-16..2026-09-23,"query,page",southeast region,https://loadboot.com/market-rates.html,0,1,0,2
7d 2026-09-16..2026-09-23,"query,page",spot,https://loadboot.com/market-rates.html,0,1,0,13
7d 2026-09-16..2026-09-23,"query,page",spot freight rate,https://loadboot.com/market-rates.html,0,1,0,88
7d 2026-09-16..2026-09-23,"query,page",spot freight rates,https://loadboot.com/market-rates.html,0,1,0,59
7d 2026-09-16..2026-09-23,"query,page",spot market freight rates,https://loadboot.com/market-rates.html,0,1,0,40
7d 2026-09-16..2026-09-23,"query,page",spot truckload capacity broker,https://loadboot.com/market-rates.html,0,1,0,34
7d 2026-09-16..2026-09-23,"query,page",step deck freight rates,https://loadboot.com/market-rates.html,0,1,0,80
7d 2026-09-16..2026-09-23,"query,page",toll real-time freight rates,https://loadboot.com/market-rates.html,0,1,0,41
7d 2026-09-16..2026-09-23,"query,page",truck freight rates from,https://loadboot.com/market-rates.html,0,1,0,52
7d 2026-09-16..2026-09-23,"query,page",truck freight rates rates,https://loadboot.com/market-rates.html,0,1,0,44
7d 2026-09-16..2026-09-23,"query,page",truck lines freight rates,https://loadboot.com/market-rates.html,0,1,0,46
7d 2026-09-16..2026-09-23,"query,page",truck rates per mile,https://loadboot.com/market-rates.html,0,1,0,51
7d 2026-09-16..2026-09-23,"query,page",truck spot rates,https://loadboot.com/market-rates.html,0,1,0,20
7d 2026-09-16..2026-09-23,"query,page",trucking freight rates chart,https://loadboot.com/market-rates.html,0,1,0,34
7d 2026-09-16..2026-09-23,"query,page",trucking rates per mile,https://loadboot.com/market-rates.html,0,1,0,58
7d 2026-09-16..2026-09-23,"query,page",trucking rates per mile 2024,https://loadboot.com/market-rates.html,0,1,0,66
7d 2026-09-16..2026-09-23,"query,page",trucking rates per mile 2025,https://loadboot.com/market-rates.html,0,1,0,81
7d 2026-09-16..2026-09-23,"query,page",trucking spot rate,https://loadboot.com/market-rates.html,0,1,0,68
7d 2026-09-16..2026-09-23,"query,page",truckload freight rate,https://loadboot.com/market-rates.html,0,1,0,41
7d 2026-09-16..2026-09-23,"query,page",what trucking app provides rate-per-mile benchmarks by lane so i always know what to charge before i negotiate?,https://loadboot.com/market-rates.html,0,1,0,5
7d 2026-09-16..2026-09-23,"query,page",where do you find spot rates for loads,https://loadboot.com/market-rates.html,0,1,0,28
